Attach_Nodes,Alpha_Node,Total_Support
"NOS2,NOS3",ITGAL,0.0
"NOS2,NOS3",TNFAIP3,0.0
"NOS2,NOS3",VIM,0.0
"NOS2,NOS3",JUNB,56.0
"NOS2,NOS3",JUND,58.0
"NOS2,NOS3",BGLAP,0.0
"NOS2,NOS3",LRP5,0.0
"NOS2,NOS3",LRP6,0.0
"NOS2,NOS3",JUP,45.0
"NOS2,NOS3",KDM3A,1.0
"NOS2,NOS3",KDM3B,1.0
"NOS2,NOS3",KIR2DL1,-1.0
"NOS2,NOS3",KIR2DL2,-1.0
"NOS2,NOS3",KIR2DL3,-1.0
"NOS2,NOS3",KIR2DL4,-1.0
"NOS2,NOS3",KIR2DL5A,-1.0
"NOS2,NOS3",NOS1,0.0
"NOS2,NOS3",ASS1,0.0
"NOS2,NOS3",GSTA1,0.0
"NOS2,NOS3",GSTA2,0.0
"NOS2,NOS3",GSTA3,0.0
"NOS2,NOS3",GSTA4,0.0
"NOS2,NOS3",GSTA5,0.0
"NOS2,NOS3",GSTM1,0.0
"NOS2,NOS3",GSTM2,0.0
"NOS2,NOS3",GSTM3,0.0
"NOS2,NOS3",GSTM4,0.0
"NOS2,NOS3",GSTM5,0.0
"NOS2,NOS3",GSTO1,0.0
"NOS2,NOS3",GSTO2,0.0
"NOS2,NOS3",GSTP1,0.0
"NOS2,NOS3",GSTT1,0.0
"NOS2,NOS3",GSTT2,0.0
"NOS2,NOS3",GSTT2B,0.0
"NOS2,NOS3",MGST1,0.0
"NOS2,NOS3",MGST2,0.0
"NOS2,NOS3",MGST3,0.0
"NOS2,NOS3",NPPC,0.0
"NOS2,NOS3",NQO1,0.0
"NOS2,NOS3",PLAT,0.0
"NOS2,NOS3",SQSTM1,0.0
"NOS2,NOS3",TXN,0.0
"NOS2,NOS3",TXN2,0.0
"NOS2,NOS3",KLF4,4.0
"NOS2,NOS3",SOX2,3.0
"NOS2,NOS3",KMT2A,2.0
"NOS2,NOS3",KMT2D,2.0
"NOS2,NOS3",LEF1,290.0
"NOS2,NOS3",BIRC5,0.0
"NOS2,NOS3",AXIN1,0.0
"NOS2,NOS3",AXIN2,0.0
"NOS2,NOS3",NKD1,0.0
"NOS2,NOS3",SNAI2,0.0
"NOS2,NOS3",MAFA,8.0
"NOS2,NOS3",MAFB,1.0
"NOS2,NOS3",MAML1,67.0
"NOS2,NOS3",HES2,0.0
"NOS2,NOS3",HES3,0.0
"NOS2,NOS3",HES4,0.0
"NOS2,NOS3",HES6,0.0
"NOS2,NOS3",HES7,0.0
"NOS2,NOS3",MAML2,67.0
"NOS2,NOS3",MAML3,67.0
"NOS2,NOS3",MAPK1,62.0
"NOS2,NOS3",IL18,0.0
"NOS2,NOS3",PLAU,0.0
"NOS2,NOS3",PLAUR,0.0
"NOS2,NOS3",JMJD7-PLA2G4B,0.0
"NOS2,NOS3",PLA2G4A,0.0
"NOS2,NOS3",PLA2G4B,0.0
"NOS2,NOS3",PLA2G4C,0.0
"NOS2,NOS3",PLA2G4D,0.0
"NOS2,NOS3",PLA2G4E,0.0
"NOS2,NOS3",PLA2G4F,0.0
"NOS2,NOS3",MAPK10,10.0
"NOS2,NOS3",MAPK11,21.0
"NOS2,NOS3",IRF4,0.0
"NOS2,NOS3",MAPK12,21.0
"NOS2,NOS3",MAPK13,21.0
"NOS2,NOS3",MAPK14,21.0
"NOS2,NOS3",MAPK3,62.0
"NOS2,NOS3",MAPK7,54.0
"NOS2,NOS3",MAPK8,10.0
"NOS2,NOS3",MAPK9,10.0
"NOS2,NOS3",MAX,3.0
"NOS2,NOS3",CDK6,0.0
"NOS2,NOS3",CKS1B,0.0
"NOS2,NOS3",CKS2,0.0
"NOS2,NOS3",MDM2,-2.0
"NOS2,NOS3",SOST,0.0
"NOS2,NOS3",MEN1,2.0
"NOS2,NOS3",DCT,0.0
"NOS2,NOS3",TYR,0.0
"NOS2,NOS3",TYRP1,0.0
"NOS2,NOS3",MLX,2.0
"NOS2,NOS3",ACACB,0.0
"NOS2,NOS3",MLXIP,2.0
"NOS2,NOS3",MLXIPL,2.0
"NOS2,NOS3",MTOR,17.0
"NOS2,NOS3",TERT,0.0
"NOS2,NOS3",TFAP4,0.0
"NOS2,NOS3",GLS,0.0
"NOS2,NOS3",GLS2,0.0
"NOS2,NOS3",SLC1A5,0.0
"NOS2,NOS3",MYD88,16.0
"NOS2,NOS3",NACA,3.0
"NOS2,NOS3",NANOG,3.0
"NOS2,NOS3",POU5F1,3.0
"NOS2,NOS3",POU5F1B,3.0
"NOS2,NOS3",NCOA1,89.0
"NOS2,NOS3",NCOA2,27.0
"NOS2,NOS3",NCOA3,89.0
"NOS2,NOS3",NEUROD1,3.0
"NOS2,NOS3",GCK,0.0
"NOS2,NOS3",IAPP,0.0
"NOS2,NOS3",NEUROG3,18.0
"NOS2,NOS3",NKX2-2,3.0
"NOS2,NOS3",PAX4,0.0
"NOS2,NOS3",PAX6,10.0
"NOS2,NOS3",MYH7,0.0
"NOS2,NOS3",NPPB,0.0
"NOS2,NOS3",TRPC6,0.0
"NOS2,NOS3",F2R,0.0
"NOS2,NOS3",IL17A,0.0
"NOS2,NOS3",IL17F,0.0
"NOS2,NOS3",IL21,0.0
"NOS2,NOS3",IL22,0.0
"NOS2,NOS3",RCAN1,0.0
"NOS2,NOS3",RGS2,0.0
"NOS2,NOS3",NFATC2,51.0
"NOS2,NOS3",NFATC3,51.0
"NOS2,NOS3",NFATC4,17.0
"NOS2,NOS3",NFE2L2,31.0
"NOS2,NOS3",TXNRD1,0.0
"NOS2,NOS3",TXNRD2,0.0
"NOS2,NOS3",TXNRD3,0.0
"NOS2,NOS3",BCL2L1,0.0
"NOS2,NOS3",TRAF1,0.0
"NOS2,NOS3",TRAF2,0.0
"NOS2,NOS3",TRAF3,0.0
"NOS2,NOS3",TRAF4,0.0
"NOS2,NOS3",TRAF5,0.0
"NOS2,NOS3",TRAF6,0.0
"NOS2,NOS3",AMH,0.0
"NOS2,NOS3",BCL2A1,0.0
"NOS2,NOS3",CFLAR,0.0
"NOS2,NOS3",NFKBIA,0.0
"NOS2,NOS3",MYB,0.0
"NOS2,NOS3",PTPN13,0.0
"NOS2,NOS3",BIRC7,0.0
"NOS2,NOS3",BIRC8,0.0
"NOS2,NOS3",CEBPB,0.0
"NOS2,NOS3",CEBPG,0.0
"NOS2,NOS3",IL15RA,0.0
"NOS2,NOS3",LTA,0.0
"NOS2,NOS3",CCL13,0.0
"NOS2,NOS3",CCL19,0.0
"NOS2,NOS3",CCL21,0.0
"NOS2,NOS3",CXCL12,0.0
"NOS2,NOS3",TNFSF13B,0.0
"NOS2,NOS3",NFX1,134.0
"NOS2,NOS3",NOTCH1,68.0
"NOS2,NOS3",NOTCH2,68.0
"NOS2,NOS3",NOTCH3,68.0
"NOS2,NOS3",NOTCH4,68.0
"NOS2,NOS3",NFYA,15.0
"NOS2,NOS3",NFYB,15.0
"NOS2,NOS3",NFYC,15.0
"NOS2,NOS3",FLT4,0.0
"NOS2,NOS3",NPAS2,16.0
"NOS2,NOS3",NR0B2,6.0
"NOS2,NOS3",CYP7A1,0.0
"NOS2,NOS3",SLC10A1,0.0
"NOS2,NOS3",SLCO1A2,0.0
"NOS2,NOS3",SLCO1B1,0.0
"NOS2,NOS3",SLCO1B3,0.0
"NOS2,NOS3",SLCO1B7,0.0
"NOS2,NOS3",NR1H3,36.0
"NOS2,NOS3",SREBF1,5.0
"NOS2,NOS3",NR1H4,12.0
"NOS2,NOS3",ABCB11,0.0
"NOS2,NOS3",ABCB4,0.0
"NOS2,NOS3",ABCC2,0.0
"NOS2,NOS3",SLC51A,0.0
"NOS2,NOS3",SLC51B,0.0
"NOS2,NOS3",NR3C2,15.0
"NOS2,NOS3",ATP1A1,0.0
"NOS2,NOS3",ATP1A2,0.0
"NOS2,NOS3",ATP1A3,0.0
"NOS2,NOS3",ATP1A4,0.0
"NOS2,NOS3",ATP1B1,0.0
"NOS2,NOS3",ATP1B2,0.0
"NOS2,NOS3",ATP1B3,0.0
"NOS2,NOS3",ATP1B4,0.0
"NOS2,NOS3",FXYD2,0.0
"NOS2,NOS3",FXYD4,0.0
"NOS2,NOS3",KRAS,0.0
"NOS2,NOS3",SCNN1A,0.0
"NOS2,NOS3",SCNN1B,0.0
"NOS2,NOS3",SCNN1G,0.0
"NOS2,NOS3",SGK1,0.0
"NOS2,NOS3",NR4A1,6.0
"NOS2,NOS3",NR4A2,3.0
"NOS2,NOS3",FGF23,0.0
"NOS2,NOS3",NR5A1,4.0
"NOS2,NOS3",ONECUT1,16.0
"NOS2,NOS3",HNF1B,0.0
"NOS2,NOS3",PAX8,1.0
"NOS2,NOS3",PBX1,4.0
"NOS2,NOS3",NKX6-1,0.0
"NOS2,NOS3",NR5A2,0.0
"NOS2,NOS3",PGAM5,1.0
"NOS2,NOS3",DNM1L,0.0
"NOS2,NOS3",PIAS1,-1.0
"NOS2,NOS3",PIAS2,-1.0
"NOS2,NOS3",PIAS3,-1.0
"NOS2,NOS3",PIAS4,-1.0
"NOS2,NOS3",PIK3CA,60.0
"NOS2,NOS3",RCAN2,0.0
"NOS2,NOS3",PIK3CB,60.0
"NOS2,NOS3",PIK3CD,60.0
"NOS2,NOS3",PIK3R1,60.0
"NOS2,NOS3",PIK3R2,60.0
"NOS2,NOS3",PIK3R3,60.0
"NOS2,NOS3",CEBPE,0.0
"NOS2,NOS3",ZBTB16,-18.0
"NOS2,NOS3",PPARA,69.0
"NOS2,NOS3",ACAA1,0.0
"NOS2,NOS3",ACADM,0.0
"NOS2,NOS3",ACOX1,0.0
"NOS2,NOS3",ACOX2,0.0
"NOS2,NOS3",ACOX3,0.0
"NOS2,NOS3",ACSL1,0.0
"NOS2,NOS3",ACSL3,0.0
"NOS2,NOS3",ACSL4,0.0
"NOS2,NOS3",ACSL5,0.0
"NOS2,NOS3",ACSL6,0.0
"NOS2,NOS3",ANGPTL4,0.0
"NOS2,NOS3",APOA1,0.0
"NOS2,NOS3",APOA2,0.0
"NOS2,NOS3",APOA5,0.0
"NOS2,NOS3",APOC3,0.0
"NOS2,NOS3",CPT2,0.0
"NOS2,NOS3",CYP4A11,0.0
"NOS2,NOS3",CYP4A22,0.0
"NOS2,NOS3",CYP8B1,0.0
"NOS2,NOS3",DBI,0.0
"NOS2,NOS3",EHHADH,0.0
"NOS2,NOS3",FABP1,0.0
"NOS2,NOS3",FADS2,0.0
"NOS2,NOS3",HMGCS2,0.0
"NOS2,NOS3",LPL,0.0
"NOS2,NOS3",ME1,0.0
"NOS2,NOS3",PLTP,0.0
"NOS2,NOS3",SCD,0.0
"NOS2,NOS3",SCD5,0.0
"NOS2,NOS3",SCP2,0.0
"NOS2,NOS3",SLC27A1,0.0
"NOS2,NOS3",SLC27A4,0.0
"NOS2,NOS3",ACSBG1,0.0
"NOS2,NOS3",ACSBG2,0.0
"NOS2,NOS3",ACADL,0.0
"NOS2,NOS3",FABP3,0.0
"NOS2,NOS3",ILK,0.0
"NOS2,NOS3",PDPK1,0.0
"NOS2,NOS3",UBC,0.0
"NOS2,NOS3",PPARG,-57.0
"NOS2,NOS3",ADIPOQ,0.0
"NOS2,NOS3",AQP7,0.0
"NOS2,NOS3",CD36,0.0
"NOS2,NOS3",CYP27A1,0.0
"NOS2,NOS3",FABP4,0.0
"NOS2,NOS3",GK,0.0
"NOS2,NOS3",GK2,0.0
"NOS2,NOS3",OLR1,0.0
"NOS2,NOS3",PLIN1,0.0
"NOS2,NOS3",SORBS1,0.0
"NOS2,NOS3",PLIN2,0.0
"NOS2,NOS3",PLIN4,0.0
"NOS2,NOS3",PLIN5,0.0
"NOS2,NOS3",SLC2A4,0.0
"NOS2,NOS3",NRF1,0.0
"NOS2,NOS3",TFAM,0.0
"NOS2,NOS3",PRKAA1,44.0
"NOS2,NOS3",SPHK1,0.0
"NOS2,NOS3",SPHK2,0.0
"NOS2,NOS3",PRKAA2,44.0
"NOS2,NOS3",PRKAB1,44.0
"NOS2,NOS3",PRKAB2,44.0
"NOS2,NOS3",PRKACA,14.0
"NOS2,NOS3",EHMT1,0.0
"NOS2,NOS3",EHMT2,0.0
"NOS2,NOS3",AKR1C3,0.0
"NOS2,NOS3",CYP19A1,0.0
"NOS2,NOS3",HSD17B1,0.0
"NOS2,NOS3",HSD17B2,0.0
"NOS2,NOS3",HSD17B7,0.0
"NOS2,NOS3",HSD3B1,0.0
"NOS2,NOS3",HSD3B2,0.0
"NOS2,NOS3",PRKACB,14.0
"NOS2,NOS3",PRKACG,14.0
"NOS2,NOS3",PRKAG1,44.0
"NOS2,NOS3",PRKAG2,44.0
"NOS2,NOS3",PRKAG3,44.0
"NOS2,NOS3",PRKCQ,2.0
"NOS2,NOS3",PSEN1,134.0
"NOS2,NOS3",FOXP3,0.0
"NOS2,NOS3",DUSP6,0.0
"NOS2,NOS3",RBBP5,2.0
"NOS2,NOS3",RBL1,32.0
"NOS2,NOS3",RBPJ,132.0
"NOS2,NOS3",PTCRA,0.0
"NOS2,NOS3",CR2,0.0
"NOS2,NOS3",RUNX3,0.0
"NOS2,NOS3",RBPJL,132.0
"NOS2,NOS3",RELB,73.0
"NOS2,NOS3",RFX5,15.0
"NOS2,NOS3",RFXANK,15.0
"NOS2,NOS3",RFXAP,15.0
"NOS2,NOS3",RPS6,2.0
"NOS2,NOS3",RPS6KA5,32.0
"NOS2,NOS3",RUNX1,-3.0
"NOS2,NOS3",CSF1R,0.0
"NOS2,NOS3",RUNX1T1,-19.0
"NOS2,NOS3",RUNX2,1.0
"NOS2,NOS3",MMP13,0.0
"NOS2,NOS3",RXRA,85.0
"NOS2,NOS3",RXRB,25.0
"NOS2,NOS3",RXRG,25.0
"NOS2,NOS3",SIRT1,-84.0
"NOS2,NOS3",SMAD1,5.0
"NOS2,NOS3",ID1,0.0
"NOS2,NOS3",ID2,0.0
"NOS2,NOS3",ID3,0.0
"NOS2,NOS3",ID4,0.0
"NOS2,NOS3",DUSP9,0.0
"NOS2,NOS3",SMAD2,68.0
"NOS2,NOS3",PITX2,0.0
"NOS2,NOS3",ACTA2,0.0
"NOS2,NOS3",CDH1,0.0
"NOS2,NOS3",CTGF,0.0
"NOS2,NOS3",SMAD7,0.0
"NOS2,NOS3",IL23R,0.0
"NOS2,NOS3",COL1A1,0.0
"NOS2,NOS3",COL1A2,0.0
"NOS2,NOS3",COL3A1,0.0
"NOS2,NOS3",COL4A1,0.0
"NOS2,NOS3",COL4A2,0.0
"NOS2,NOS3",COL4A3,0.0
"NOS2,NOS3",COL4A4,0.0
"NOS2,NOS3",COL4A5,0.0
"NOS2,NOS3",COL4A6,0.0
"NOS2,NOS3",SMAD3,68.0
"NOS2,NOS3",SMAD4,59.0
"NOS2,NOS3",SMAD5,5.0
"NOS2,NOS3",SMAD9,5.0
"NOS2,NOS3",SOS1,36.0
"NOS2,NOS3",SPRED1,0.0
"NOS2,NOS3",SPRED2,0.0
"NOS2,NOS3",SPRY1,0.0
"NOS2,NOS3",SPRY2,0.0
"NOS2,NOS3",SPRY3,0.0
"NOS2,NOS3",SPRY4,0.0
"NOS2,NOS3",SOS2,36.0
"NOS2,NOS3",SOX9,1.0
"NOS2,NOS3",SP1,50.0
"NOS2,NOS3",SPI1,-75.0
"NOS2,NOS3",CSF2RA,0.0
"NOS2,NOS3",CD14,0.0
"NOS2,NOS3",FCGR1A,0.0
"NOS2,NOS3",ITGAM,0.0
"NOS2,NOS3",ACACA,0.0
"NOS2,NOS3",FASN,0.0
"NOS2,NOS3",SRF,-81.0
"NOS2,NOS3",STAT1,194.0
"NOS2,NOS3",PIM1,0.0
"NOS2,NOS3",SOCS1,0.0
"NOS2,NOS3",SOCS2,0.0
"NOS2,NOS3",SOCS4,0.0
"NOS2,NOS3",SOCS5,0.0
"NOS2,NOS3",SOCS7,0.0
"NOS2,NOS3",RIPK1,0.0
"NOS2,NOS3",AOX1,0.0
"NOS2,NOS3",CISH,0.0
"NOS2,NOS3",GFAP,0.0
"NOS2,NOS3",SOCS6,0.0
"NOS2,NOS3",CSN2,0.0
"NOS2,NOS3",ELF5,0.0
"NOS2,NOS3",LHCGR,0.0
"NOS2,NOS3",PRLR,0.0
"NOS2,NOS3",TH,0.0
"NOS2,NOS3",IRGM,0.0
"NOS2,NOS3",OASL,0.0
"NOS2,NOS3",STAT2,80.0
"NOS2,NOS3",STAT3,220.0
"NOS2,NOS3",PIM2,0.0
"NOS2,NOS3",MIR21,0.0
"NOS2,NOS3",STAT4,76.0
"NOS2,NOS3",STAT5A,143.0
"NOS2,NOS3",STAT5B,143.0
"NOS2,NOS3",STAT6,72.0
"NOS2,NOS3",TBX3,4.0
"NOS2,NOS3",TCF3,5.0
"NOS2,NOS3",ESRRB,0.0
"NOS2,NOS3",BAX,0.0
"NOS2,NOS3",LCK,0.0
"NOS2,NOS3",POLB,0.0
"NOS2,NOS3",TCF7,290.0
"NOS2,NOS3",TCF7L1,290.0
"NOS2,NOS3",TCF7L2,290.0
"NOS2,NOS3",TEAD1,72.0
"NOS2,NOS3",TEAD2,72.0
"NOS2,NOS3",TEAD3,72.0
"NOS2,NOS3",TEAD4,72.0
"NOS2,NOS3",TFDP1,34.0
"NOS2,NOS3",TFDP2,34.0
"NOS2,NOS3",THRA,88.0
"NOS2,NOS3",ATP2A2,0.0
"NOS2,NOS3",MYH6,0.0
"NOS2,NOS3",PLN,0.0
"NOS2,NOS3",THRB,137.0
"NOS2,NOS3",TICAM1,3.0
"NOS2,NOS3",TLR2,2.0
"NOS2,NOS3",PDCD4,0.0
"NOS2,NOS3",TLR4,2.0
"NOS2,NOS3",BAI1,0.0
"NOS2,NOS3",CCNG1,0.0
"NOS2,NOS3",CD82,0.0
"NOS2,NOS3",DDB2,0.0
"NOS2,NOS3",EI24,0.0
"NOS2,NOS3",GTSE1,0.0
"NOS2,NOS3",IGFBP3,0.0
"NOS2,NOS3",PERP,0.0
"NOS2,NOS3",PMAIP1,0.0
"NOS2,NOS3",PPM1D,0.0
"NOS2,NOS3",PTEN,0.0
"NOS2,NOS3",RCHY1,0.0
"NOS2,NOS3",RFWD2,0.0
"NOS2,NOS3",RPRM,0.0
"NOS2,NOS3",RRM2,0.0
"NOS2,NOS3",RRM2B,0.0
"NOS2,NOS3",SERPINB5,0.0
"NOS2,NOS3",SESN1,0.0
"NOS2,NOS3",SESN2,0.0
"NOS2,NOS3",SESN3,0.0
"NOS2,NOS3",SFN,0.0
"NOS2,NOS3",SHISA5,0.0
"NOS2,NOS3",SIAH1,0.0
"NOS2,NOS3",STEAP3,0.0
"NOS2,NOS3",TNFRSF10B,0.0
"NOS2,NOS3",TP53I3,0.0
"NOS2,NOS3",TP73,53.0
"NOS2,NOS3",TSC2,0.0
"NOS2,NOS3",ZMAT3,0.0
"NOS2,NOS3",BAK1,0.0
"NOS2,NOS3",ADGRB1,0.0
"NOS2,NOS3",AIFM2,0.0
"NOS2,NOS3",COP1,0.0
"NOS2,NOS3",PIDD1,0.0
"NOS2,NOS3",SIVA1,0.0
"NOS2,NOS3",APAF1,0.0
"NOS2,NOS3",BID,0.0
"NOS2,NOS3",TNFRSF10A,0.0
"NOS2,NOS3",SAT1,0.0
"NOS2,NOS3",SAT2,0.0
"NOS2,NOS3",SLC7A11,0.0
"NOS2,NOS3",POLK,0.0
"NOS2,NOS3",TTF1,1.0
"NOS2,NOS3",TTF2,1.0
"NOS2,NOS3",TWIST1,2.0
"NOS2,NOS3",MIR10A,0.0
"NOS2,NOS3",MIR10B,0.0
"NOS2,NOS3",TWIST2,2.0
"NOS2,NOS3",U2AF1,0.0
"NOS2,NOS3",U2AF1L4,-1.0
"NOS2,NOS3",U2AF1L5,-1.0
"NOS2,NOS3",VDR,8.0
"NOS2,NOS3",S100G,0.0
"NOS2,NOS3",SLC34A2,0.0
"NOS2,NOS3",TRPV6,0.0
"NOS2,NOS3",WDR5,2.0
"NOS2,NOS3",WDR5B,2.0
"NOS2,NOS3",WWTR1,93.0
"NOS2,NOS3",AFP,0.0
"NOS2,NOS3",AREG,0.0
"NOS2,NOS3",FGF1,0.0
"NOS2,NOS3",ITGB2,0.0
"NOS2,NOS3",XBP1,-18.0
"NOS2,NOS3",YAP1,133.0
"NOS2,NOS3",ZBTB17,-1.0
